Sentence,Sentiment
$LULU #Outlook #Q1 2013 #lost revenue in the range of $12 million to $17 million -not good,negative
Mobile communication and wireless broadband provider Nokia Inc NYSE : NOK today set new financial targets and forecasts for Nokia and the mobile device industry and also for Nokia Siemens Networks and the mobile and fixed infrastructure and related services market .,neutral
"POYRY PLC Additional information by : Heikki Malinen , President and CEO , Poyry PLC tel. +358 10 33 21307 Poyry is a global expert in consulting and engineering .",neutral
Danish company FLSmidth has acknowledged that it has violated a patent held by Finnish Metso .,neutral
Amanda Capital has investments in 22 private equity funds and in over 200 unquoted companies mainly in Europe .,neutral
"Net interest income was EUR 39.3 mn , up from EUR 32.7 mn .",positive
"Jeder Beta-Tester erh+ñlt kostenlos sechs Monate lang Updates und hat laut eigener Aussage die M+Âglichkeit , die finale Version zu beeinflussen .",neutral
"JP Morgan expects that Scala will lower Nobel Biocare 's growth forecast for 2007 from the current guidance of 23-25 pct , as well as the operating margin target from the current 34-35 pct .",neutral
Aviva promises higher dividends to boost flagging share price,positive
"In addition , MIDs are always online and enable full Internet browsing .",neutral
"Fiskars has a strong portfolio of international brands , which include Fiskars , Iittala , Gerber , Silva and Buster .",positive
#Tesla: Model X Recall Adds To Reliability Issues $TSLA https://t.co/jVXQ4DoXnP,negative
The name of the buyer was not disclosed .,neutral
Net sales of the Vegetable Oil Business rose to EUR 10.6 mn from EUR 10.1 mn .,positive
"Under the agreement Benefon 's forthcoming range of TWIG integrated GPS navigation and mobile phone devices will use the jointly developed web-based tracking and location technology , in both consumer and commercial applications .",neutral
"Following this increase Huhtamaki 's registered share capital is EUR360 .62 m and the number of shares outstanding is 106,063,320 .",neutral
"The three year turn-around program is expected to ensure Salomon 's future competitiveness , the company said .",positive
"In the autumn , it plans to expand service to St. Petersburg and Moscow and launch service to Yekaterinburg , Russia , flying there three times a week .",positive
"The company 's profit totaled Ls 578,100 in H1 2007 , down 30.9 % year-on-year .",negative
The Federal Secretary for Transport and Communication of Mexico has awarded Poyry and its Mexican partner Sintra a consulting contract in connection with the Buenavista-Cuautitlan suburban railway .,positive
FDA approves AstraZeneca drug for advanced lung cancer,positive
The order is included in Metso 's fourth quarter 2007 order backlog .,neutral
Lieksaare Oy has earlier been regarded under the control of Saarelainen Oy and the individual shareholders under the shareholder agreement .,neutral
"Ragutis , which is controlled by the Finnish brewery , reported a 5.4-per-cent rise in beer sales to 10.44 million litres and held an 11.09-per-cent market share .",positive
$mcp rolling over for a new intraday low. Bottom Pickers continue to get destroyed,negative
The company has an annual turnover of EUR32 .8 m.,neutral
It has80 branches in Finland with annual revenue in Finland of ?,neutral
"The portfolio comprises of 118,000 m2 of leasable space with a vacancy rate of roughly 5 % , let to around 140 tenants of which two of the largest are the Swedish government and Ericsson .",neutral
WPP boosts sales despite cautious clients,positive
The medium-term operative targets of the company remain unchanged .,neutral
"ADP News - Feb 13 , 2009 - Finnish retailer Kesko Oyj HEL : KESBV said today its total sales , excluding value added tax VAT , stood at EUR 661.3 million USD 853.1 m in January 2009 , down 15.2 % year-on-yea",negative
`` Consumers have very well received our packed fresh meat .,positive
The corrected chapter is in its entirety below .,neutral
"The major part of the deliveries include different AC and CXE amplifier solutions and products by DINH Telecom , a company acquired by Teleste last spring .",neutral
"TietoEnator itself uses Nokia 's Intellisync Mobile Suite 's wireless email , calendar , and device management capabilities , and the company will now extend these services to its customers .",positive
It will provide heating in the form of hot water for the sawmill 's needs .,neutral
"However , the net sales declined to EUR 803.6 million from EUR 1.2 billion .",negative
"In the second quarter of 2010 , Raute 's net loss narrowed to EUR 123,000 from EUR 1.5 million in the same period of 2009 .",positive
"$DGI technical alerts: Gilligan's Island Buy Setup, Stochastic Buy Signal, Lizard Bullish, Hammer Candlestick, Wid... http://stks.co/c29Nu",positive
"The record date for dividend distribution is March 14 , 2008 .",neutral
( I&H ) in a move to enhance growth .,positive
"The EBRD is using its own funds to provide a 21.6 million A loan while the B portion of 10 million Euros has been syndicated to two Finnish commercial banks , Nordea Bank Finland Plc 7.7 million Euros and Pohjola Bank Plc 2.3 million Euros .",neutral
"Stockholm , 3 March 2011 About Cybercom The Cybercom Group is a high-tech consultancy that offers global sourcing for end-to-end solutions .",neutral
He said he has been losing five families a month to the economy as many make alternative arrangements to save money .,negative
"MILAN ( AFX ) - The Italian shipping group Grimaldi has increased its stake in the Finnish company Finnlines to 35.4 pct from the 30.5 pct held in June , according to news agency ANSA .",neutral
"Commenting on the deal , Shane Lennon , SVP of Marketing & Product Development at GyPSii said : ?",neutral
"External net sales from the printing business fell by 43.7 % , partly due to the termination of the printing contract between Ilkka-Yhtyma 's printing house I-print Oy and sector player HSS Media AB in December 2009 and the fall in printing prices .",neutral
"The group intends to relocate warehouse and office space in Loudeac and Saint Marcel to Morvillars , in the east of the country , where it already operates a hook manufacturing and distribution unit .",neutral
"The firm is headquartered in Vantaa , southern Finland and has 16 employees .",neutral
"At 1.33 pm , the OMX Helsinki 25 was 0.30 pct lower at 2,463.67 and the OMX Helsinki was down 0.37 pct at 8,537.42 on volume of 256 mln eur .",neutral
"We are honored to be recognized by Gartner as a specialist in Business Process Modeling and Analysis , in the company of many of the largest software vendors in the world .",positive
"Westpac Banking Corp - Is to issue a benchmark , 3 year FRN deal in Euros .",neutral
"Includes company and brand share data by category , as well as distribution channel data .",neutral
For the new shares subscribed with stock options all shareholder rights commence from the date on which they are entered into the Trade Register .,neutral
$AAPL price momentum weakening going into the close.,negative
Through the acquisition Solteq will expand its solutions offering by Microsoft 's Dynamics business software products .,positive
"The company 's profit totaled Ls 134,700 .",neutral
"LEED is an internationally recognized green building certification system , developed by the U.S. Green Building Council .",neutral
"However , its market share shrank to 47.59 per cent from 48 per cent a year earlier .",negative
TalkTalk hires BAE Systems to investigate cyber attack,negative
Looks like its booking a one way ticket to its 40 week MA near 50. Losing 10 week here $LULU http://chart.ly/7xb9h9b,neutral
"FTSE led lower by M&S, GlaxoSmithKline",negative
The exercise price of the option will be based on Safran Software Solutions ' license and maintenance sales as well as the result of the company .,neutral
Full-year operating result for 2008 was 3.6 million negative .,negative
"The company said production volumes so far indicate the circuit is capable of the targeted output rate of 60,000 tonnes per day , or 22 million tonnes a year .",neutral
"Jun. 25 , 2008 ( Boy Genius Report delivered by Newstex ) -- The Nokia ( NYSE : NOK ) N78 , huh ?",neutral
"`` We have come out with a decision which is based on our preliminary economic , operational and environmental findings , '' Karvinen said .",neutral
"The new majority owners of Aspocomp Thailand Co. , Ltd are certain private persons belonging to immediate circle of Aspocomp 's present Joint Venture partner , Saha Pathana Inter-Holding Plc. .",neutral
"Some 3.8 mln euro ( $ 5.2 mln ) of the base acquisition price will be paid in cash and the rest through a subscription offering of a total of 850,000 new Ixonos shares .",neutral
"Established in 1987 , the SRV Group is a private Finnish construction concern with operations in Finland , the Baltic countries and Russia .",neutral
